ano,data,plataforma,funil,campanha,impressoes,cliques,custo
2024,2024-11-11,Google Ads,Fundo,gads_bot_blackfriday_search_50off,22718,1357,4112.92
2024,2024-11-11,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,20141,614,1540.27
2024,2024-11-11,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,62468,2843,11312.02
2024,2024-11-12,Google Ads,Fundo,gads_bot_blackfriday_search_50off,32763,1734,7079.59
2024,2024-11-12,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,60103,927,2939.53
2024,2024-11-12,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,11411,365,882.36
2024,2024-11-13,Google Ads,Fundo,gads_bot_blackfriday_search_50off,55990,2388,4070.19
2024,2024-11-13,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,37114,1915,2649.7
2024,2024-11-13,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,23750,385,1729.01
2024,2024-11-14,Google Ads,Fundo,gads_bot_blackfriday_search_50off,61990,2614,6146.21
2024,2024-11-14,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,29057,1526,2743.85
2024,2024-11-14,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,61734,2976,4943.88
2024,2024-11-15,Google Ads,Fundo,gads_bot_blackfriday_search_50off,43726,1240,1625.21
2024,2024-11-15,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,43807,1563,4642.72
2024,2024-11-15,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,18180,664,1979.74
2024,2024-11-16,Google Ads,Fundo,gads_bot_blackfriday_search_50off,60138,1248,3140.85
2024,2024-11-16,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,21746,644,1481.55
2024,2024-11-16,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,62326,3323,10425.33
2024,2024-11-17,Google Ads,Fundo,gads_bot_blackfriday_search_50off,38686,814,3518.26
2024,2024-11-17,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,47684,2631,11656.58
2024,2024-11-17,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,32834,1452,2849.62
2024,2024-11-18,Google Ads,Fundo,gads_bot_blackfriday_search_50off,70224,4043,12400.14
2024,2024-11-18,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,64001,3327,6942.24
2024,2024-11-18,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,51325,2253,8911.22
2024,2024-11-19,Google Ads,Fundo,gads_bot_blackfriday_search_50off,38674,2208,9566.63
2024,2024-11-19,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,15776,848,1104.86
2024,2024-11-19,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,64981,2668,8456.44
2024,2024-11-20,Google Ads,Fundo,gads_bot_blackfriday_search_50off,18370,1120,2500.31
2024,2024-11-20,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,22758,1100,2851.0
2024,2024-11-20,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,52536,2806,8888.54
2024,2024-11-21,Google Ads,Fundo,gads_bot_blackfriday_search_50off,73050,3546,8404.92
2024,2024-11-21,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,75313,3617,15206.3
2024,2024-11-21,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,52793,1078,4695.95
2024,2024-11-22,Google Ads,Fundo,gads_bot_blackfriday_search_50off,52981,2870,6029.2
2024,2024-11-22,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,33582,1977,2939.91
2024,2024-11-22,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,18302,483,1668.65
2024,2024-11-23,Google Ads,Fundo,gads_bot_blackfriday_search_50off,52054,1218,3711.84
2024,2024-11-23,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,50788,1555,2525.13
2024,2024-11-23,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,68752,1071,2671.18
2024,2024-11-24,Google Ads,Fundo,gads_bot_blackfriday_search_50off,74049,1406,2955.07
2024,2024-11-24,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,66333,1417,3663.09
2024,2024-11-24,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,71611,3557,8033.31
2024,2024-11-25,Google Ads,Fundo,gads_bot_blackfriday_search_50off,35624,2126,7862.58
2024,2024-11-25,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,77354,1339,2676.32
2024,2024-11-25,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,60496,986,2309.07
2024,2024-11-26,Google Ads,Fundo,gads_bot_blackfriday_search_50off,83315,3329,4657.81
2024,2024-11-26,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,16505,855,1976.55
2024,2024-11-26,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,49152,2524,7654.53
2024,2024-11-27,Google Ads,Fundo,gads_bot_blackfriday_search_50off,30657,673,1209.53
2024,2024-11-27,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,70518,2562,6839.28
2024,2024-11-27,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,73117,3214,7167.5
2024,2024-11-28,Google Ads,Fundo,gads_bot_blackfriday_search_50off,64227,1625,2503.99
2024,2024-11-28,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,57892,2667,9237.67
2024,2024-11-28,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,72083,3175,9212.16
2024,2024-11-29,Google Ads,Fundo,gads_bot_blackfriday_search_50off,25391,1450,3121.36
2024,2024-11-29,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,48515,2117,8673.44
2024,2024-11-29,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,38087,1938,2362.43
2024,2024-11-30,Google Ads,Fundo,gads_bot_blackfriday_search_50off,51693,2798,3914.07
2024,2024-11-30,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,64544,1292,2764.98
2024,2024-11-30,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,33107,1285,4578.84
2025,2025-11-01,Google Ads,Fundo,gads_bot_blackfriday_search_50off,33915,1211,3946.33
2025,2025-11-01,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,38095,1536,6216.55
2025,2025-11-01,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,37534,617,1853.53
2025,2025-11-02,Google Ads,Fundo,gads_bot_blackfriday_search_50off,14599,575,1960.35
2025,2025-11-02,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,22486,698,1042.07
2025,2025-11-02,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,39513,1651,4212.16
2025,2025-11-03,Google Ads,Fundo,gads_bot_blackfriday_search_50off,33605,675,2765.69
2025,2025-11-03,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,15068,304,688.36
2025,2025-11-03,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,13879,283,874.76
2025,2025-11-04,Google Ads,Fundo,gads_bot_blackfriday_search_50off,47127,828,1647.14
2025,2025-11-04,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,13296,677,2357.54
2025,2025-11-04,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,33533,1464,2823.54
2025,2025-11-05,Google Ads,Fundo,gads_bot_blackfriday_search_50off,15180,489,1853.58
2025,2025-11-05,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,49958,2832,9829.43
2025,2025-11-05,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,14224,429,1620.7
2025,2025-11-06,Google Ads,Fundo,gads_bot_blackfriday_search_50off,52216,1400,1728.18
2025,2025-11-06,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,35452,893,2480.97
2025,2025-11-06,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,47288,2350,7487.59
2025,2025-11-07,Google Ads,Fundo,gads_bot_blackfriday_search_50off,40259,880,3257.77
2025,2025-11-07,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,17064,489,1996.08
2025,2025-11-07,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,17715,858,1056.02
2025,2025-11-08,Google Ads,Fundo,gads_bot_blackfriday_search_50off,23130,786,2819.57
2025,2025-11-08,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,55406,1462,4102.04
2025,2025-11-08,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,22156,603,1388.7
2025,2025-11-09,Google Ads,Fundo,gads_bot_blackfriday_search_50off,14728,804,3094.37
2025,2025-11-09,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,32265,1192,4293.82
2025,2025-11-09,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,55505,1943,3350.5
2025,2025-11-10,Google Ads,Fundo,gads_bot_blackfriday_search_50off,38729,1134,4980.84
2025,2025-11-10,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,16221,356,1426.5
2025,2025-11-10,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,19389,406,577.86
2025,2025-11-11,Google Ads,Fundo,gads_bot_blackfriday_search_50off,49834,1360,3301.23
2025,2025-11-11,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,45629,2145,6278.39
2025,2025-11-11,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,20317,548,1011.76
2025,2025-11-12,Google Ads,Fundo,gads_bot_blackfriday_search_50off,41735,980,2192.61
2025,2025-11-12,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,31494,1658,4693.63
2025,2025-11-12,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,11675,334,1311.19
2025,2025-11-13,Google Ads,Fundo,gads_bot_blackfriday_search_50off,25814,824,1339.17
2025,2025-11-13,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,47820,2507,6495.05
2025,2025-11-13,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,15408,869,3832.43
2025,2025-11-14,Google Ads,Fundo,gads_bot_blackfriday_search_50off,13073,470,1493.02
2025,2025-11-14,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,18561,368,964.31
2025,2025-11-14,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,18004,601,2491.34
2025,2025-11-15,Google Ads,Fundo,gads_bot_blackfriday_search_50off,49240,1384,2658.78
2025,2025-11-15,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,17301,281,601.07
2025,2025-11-15,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,45151,1786,2318.06
2025,2025-11-16,Google Ads,Fundo,gads_bot_blackfriday_search_50off,61987,2011,6634.52
2025,2025-11-16,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,52853,1131,4122.76
2025,2025-11-16,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,45621,1796,4656.51
2025,2025-11-17,Google Ads,Fundo,gads_bot_blackfriday_search_50off,41076,2359,5780.5
2025,2025-11-17,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,68767,2156,6365.77
2025,2025-11-17,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,66863,2818,4937.95
2025,2025-11-18,Google Ads,Fundo,gads_bot_blackfriday_search_50off,17728,319,1400.15
2025,2025-11-18,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,69501,2190,5837.1
2025,2025-11-18,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,40766,997,3803.87
2025,2025-11-19,Google Ads,Fundo,gads_bot_blackfriday_search_50off,16946,559,1040.62
2025,2025-11-19,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,50007,2644,10965.19
2025,2025-11-19,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,56312,3094,10110.43
2025,2025-11-20,Google Ads,Fundo,gads_bot_blackfriday_search_50off,39703,1731,2111.98
2025,2025-11-20,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,54666,3047,12123.54
2025,2025-11-20,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,30297,508,1104.62
2025,2025-11-21,Google Ads,Fundo,gads_bot_blackfriday_search_50off,21179,1059,3057.04
2025,2025-11-21,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,16892,721,3102.81
2025,2025-11-21,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,55128,1679,3750.97
2025,2025-11-22,Google Ads,Fundo,gads_bot_blackfriday_search_50off,36820,881,3149.45
2025,2025-11-22,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,37220,2046,7831.26
2025,2025-11-22,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,34211,938,3411.85
2025,2025-11-23,Google Ads,Fundo,gads_bot_blackfriday_search_50off,20582,680,1793.28
2025,2025-11-23,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,77800,2991,3602.56
2025,2025-11-23,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,78168,3341,12644.2
2025,2025-11-24,Google Ads,Fundo,gads_bot_blackfriday_search_50off,43194,2017,2472.59
2025,2025-11-24,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,69921,2377,7007.1
2025,2025-11-24,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,36648,1439,3031.29
2025,2025-11-25,Google Ads,Fundo,gads_bot_blackfriday_search_50off,36845,1398,4633.01
2025,2025-11-25,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,51825,1156,3290.39
2025,2025-11-25,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,36916,548,1071.14
2025,2025-11-26,Google Ads,Fundo,gads_bot_blackfriday_search_50off,46907,2746,8551.85
2025,2025-11-26,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,27413,1429,5976.65
2025,2025-11-26,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,24115,790,2245.09
2025,2025-11-27,Google Ads,Fundo,gads_bot_blackfriday_search_50off,62394,3399,7556.93
2025,2025-11-27,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,52248,2271,7293.96
2025,2025-11-27,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,43406,1161,2684.21
2025,2025-11-28,Google Ads,Fundo,gads_bot_blackfriday_search_50off,61829,2788,10381.32
2025,2025-11-28,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,15322,551,1538.53
2025,2025-11-28,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,78939,2618,9899.09
2025,2025-11-29,Google Ads,Fundo,gads_bot_blackfriday_search_50off,42876,1203,3910.07
2025,2025-11-29,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,89372,4351,16474.66
2025,2025-11-29,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,83286,2586,4856.05
2025,2025-11-30,Google Ads,Fundo,gads_bot_blackfriday_search_50off,53647,1035,3645.8
2025,2025-11-30,Google Ads,Fundo,gads_bot_blackfriday_search_fretefree,60462,2434,7608.05
2025,2025-11-30,Google Ads,Fundo,gads_bot_blackfriday_pmax_geral,86228,3610,15586.64
